incident_type,city,state,date_time,year,data type,subject_race,gender,subject_ethnicity,block_address,district,psa,age
Stop & Frisk,"Washington, D.C.",DC,8/19/17 22:53,2017,Person,Black,Male,Unknown,200 BLOCK OF N STREET SW,1D,108.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/19/17 22:53,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF N STREET SW,1D,108.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/20/17 5:18,2017,Person,Black,Male,Unknown,1400 BLOCK OF MORRIS ROAD SE,7D,701.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/20/17 5:29,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF M STREET NW,2D,207.0,24
Stop & Frisk,"Washington, D.C.",DC,8/20/17 6:00,2017,Person,White,Male,Hispanic Or Latino,5300 BLOCK OF GEORGIA AVENUE NW,4D,403.0,39
Stop & Frisk,"Washington, D.C.",DC,8/20/17 16:45,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF ALABAMA AVENUE SE,7D,702.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/20/17 16:45,2017,Person,Black,Male,Unknown,2800 BLOCK OF ALABAMA AVENUE SE,7D,702.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/20/17 16:45,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF ALABAMA AVENUE SE,7D,702.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/21/17 2:14,2017,Person,Black,Male,Not Hispanic Or Latino,3200 BLOCK OF PENNSYLVANIA AVENUE SE,6D,605.0,27
Stop & Frisk,"Washington, D.C.",DC,8/21/17 3:40,2017,Person,Black,Male,Hispanic Or Latino,2300 BLOCK OF 11TH STREET NW,3D,304.0,20
Stop & Frisk,"Washington, D.C.",DC,8/21/17 11:47,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF DELAFIELD PLACE NW,4D,407.0,20
Stop & Frisk,"Washington, D.C.",DC,8/21/17 12:07,2017,Person,Black,Male,Not Hispanic Or Latino,4000 BLOCK OF MINNESOTA AVENUE NE,6D,602.0,27
Stop & Frisk,"Washington, D.C.",DC,8/21/17 20:48,2017,Person,Black,Male,Unknown,2300 BLOCK OF 15TH STREET NE,5D,505.0,27
Stop & Frisk,"Washington, D.C.",DC,8/21/17 20:52,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF 15TH STREET NE,5D,505.0,40
Stop & Frisk,"Washington, D.C.",DC,8/21/17 21:03,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF RHODE ISLAND AVENUE NW,2D,208.0,32
Stop & Frisk,"Washington, D.C.",DC,8/21/17 21:18,2017,Person,Black,Male,Unknown,1800 BLOCK OF Q STREET SE,6D,607.0,24
Stop & Frisk,"Washington, D.C.",DC,8/21/17 21:18,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF Q STREET SE,6D,607.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/21/17 21:36,2017,Person,Black,Male,Unknown,1900 BLOCK OF 7TH STREET NW,3D,305.0,37
Stop & Frisk,"Washington, D.C.",DC,8/21/17 21:46,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF JOHN MCCORMACK ROAD NE,4D,405.0,22
Stop & Frisk,"Washington, D.C.",DC,8/21/17 21:46,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF JOHN MCCORMACK ROAD NE,4D,405.0,24
Stop & Frisk,"Washington, D.C.",DC,8/22/17 0:04,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF FLORIDA AVENUE NE,5D,501.0,46
Stop & Frisk,"Washington, D.C.",DC,8/22/17 1:32,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF SOUTHERN AVENUE SE,7D,706.0,18
Stop & Frisk,"Washington, D.C.",DC,8/22/17 3:47,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF 50TH STREET NE,6D,602.0,25
Stop & Frisk,"Washington, D.C.",DC,8/22/17 14:46,2017,Person,Black,Female,Unknown,4000 BLOCK OF SOUTHERN AVENUE SE,6D,606.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/22/17 18:14,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF ALABAMA AVENUE SE,6D,606.0,39
Stop & Frisk,"Washington, D.C.",DC,8/22/17 19:21,2017,,,,,1000 BLOCK OF I STREET NW,1D,101.0,
Stop & Frisk,"Washington, D.C.",DC,8/22/17 21:02,2017,Person,Black,Male,Unknown,4900 BLOCK OF MEADE STREET NE,6D,602.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/22/17 21:03,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF MINNESOTA AVENUE NE,6D,602.0,24
Stop & Frisk,"Washington, D.C.",DC,8/22/17 21:03,2017,Person,Black,Male,Unknown,4200 BLOCK OF MINNESOTA AVENUE NE,6D,602.0,27
Stop & Frisk,"Washington, D.C.",DC,8/22/17 21:03,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF MINNESOTA AVENUE NE,6D,602.0,31
Stop & Frisk,"Washington, D.C.",DC,8/22/17 23:58,2017,Person,Black,Male,Unknown,400 BLOCK OF JEFFERSON STREET NE,4D,405.0,20
Stop & Frisk,"Washington, D.C.",DC,8/23/17 10:14,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF E STREET NE,1D,107.0,24
Stop & Frisk,"Washington, D.C.",DC,8/23/17 14:14,2017,Person,White,Male,Hispanic Or Latino,1200 BLOCK OF 4TH STREET NW,3D,301.0,53
Stop & Frisk,"Washington, D.C.",DC,8/23/17 17:13,2017,Person,Black,Male,Unknown,2500 BLOCK OF R STREET SE,6D,606.0,52
Stop & Frisk,"Washington, D.C.",DC,8/23/17 18:05,2017,Person,Black,Male,Not Hispanic Or Latino,1700 BLOCK OF 7TH STREET NW,3D,308.0,20
Stop & Frisk,"Washington, D.C.",DC,8/23/17 18:57,2017,Person,Black,Male,Unknown,1000 BLOCK OF I STREET NW,1D,101.0,25
Stop & Frisk,"Washington, D.C.",DC,8/23/17 19:37,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF Q STREET NW,3D,307.0,29
Stop & Frisk,"Washington, D.C.",DC,8/23/17 19:53,2017,Person,White,Male,Unknown,5900 BLOCK OF GEORGIA AVENUE NW,4D,403.0,39
Stop & Frisk,"Washington, D.C.",DC,8/23/17 20:41,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF 7TH STREET NW,1D,102.0,21
Stop & Frisk,"Washington, D.C.",DC,8/23/17 20:52,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF F STREET NW,1D,102.0,45
Stop & Frisk,"Washington, D.C.",DC,8/24/17 0:43,2017,Person,Black,Male,Unknown,2000 BLOCK OF 14TH STREET NW,3D,305.0,58
Stop & Frisk,"Washington, D.C.",DC,8/24/17 5:16,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF 32ND STREET SE,6D,606.0,18
Stop & Frisk,"Washington, D.C.",DC,8/24/17 5:16,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF 32ND STREET SE,6D,606.0,20
Stop & Frisk,"Washington, D.C.",DC,8/24/17 13:53,2017,Person,Black,Female,Not Hispanic Or Latino,1900 BLOCK OF 17TH STREET SE,7D,701.0,36
Stop & Frisk,"Washington, D.C.",DC,8/24/17 15:26,2017,Person,Black,Male,Unknown,2400 BLOCK OF SAVANNAH STREET SE,7D,704.0,20
Stop & Frisk,"Washington, D.C.",DC,8/24/17 15:30,2017,Person,White,Male,Not Hispanic Or Latino,INTERSTATE 395 INTERSTATE BN,6D,605.0,21
Stop & Frisk,"Washington, D.C.",DC,8/24/17 15:30,2017,Person,White,Male,Not Hispanic Or Latino,INTERSTATE 395 INTERSTATE BN,6D,605.0,25
Stop & Frisk,"Washington, D.C.",DC,8/24/17 20:57,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF 1ST STREET SW,1D,105.0,Unknown
Stop & Frisk,"Washington, D.C.",DC,8/24/17 21:10,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF LEVIS STREET NE,5D,506.0,25
Stop & Frisk,"Washington, D.C.",DC,8/25/17 1:47,2017,Person,Black,Male,Unknown,2800 BLOCK OF JASPER ROAD SE,7D,702.0,22
Stop & Frisk,"Washington, D.C.",DC,8/25/17 2:28,2017,Person,Black,Male,Unknown,2500 BLOCK OF POMEROY ROAD SE,7D,703.0,Unknown
Stop & Frisk,"Washington, D.C.",DC,8/25/17 12:07,2017,Person,Black,Male,Unknown,2300 BLOCK OF CHAMPLAIN STREET NW,3D,303.0,34
Stop & Frisk,"Washington, D.C.",DC,8/25/17 12:34,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,707.0,37
Stop & Frisk,"Washington, D.C.",DC,8/25/17 17:03,2017,Person,Black,Male,Unknown,2600 BLOCK OF STANTON ROAD SE,7D,703.0,19
Stop & Frisk,"Washington, D.C.",DC,8/25/17 20:54,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF 14TH STREET NW,4D,409.0,70
Stop & Frisk,"Washington, D.C.",DC,8/25/17 23:24,2017,Person,Black,Female,Not Hispanic Or Latino,1100 BLOCK OF NEW JERSEY AVENUE SE,1D,106.0,40
Stop & Frisk,"Washington, D.C.",DC,8/25/17 23:54,2017,Person,Black,Male,Not Hispanic Or Latino,4300 BLOCK OF 3RD STREET SE,7D,708.0,35
Stop & Frisk,"Washington, D.C.",DC,8/25/17 23:54,2017,Person,Black,Female,Unknown,4300 BLOCK OF 3RD STREET SE,7D,708.0,37
Stop & Frisk,"Washington, D.C.",DC,8/26/17 0:04,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF 14TH STREET NW,4D,409.0,32
Stop & Frisk,"Washington, D.C.",DC,8/26/17 3:35,2017,Person,White,Female,Unknown,1200 BLOCK OF CONNECTICUT AVENUE NW,2D,208.0,35
Stop & Frisk,"Washington, D.C.",DC,8/26/17 3:50,2017,Person,White,Male,Not Hispanic Or Latino,1700 BLOCK OF N STREET NW,2D,208.0,23
Stop & Frisk,"Washington, D.C.",DC,8/26/17 3:50,2017,Person,Black,Male,Unknown,1700 BLOCK OF N STREET NW,2D,208.0,23
Stop & Frisk,"Washington, D.C.",DC,8/26/17 9:26,2017,Person,Black,Male,Not Hispanic Or Latino,3000 BLOCK OF NAYLOR ROAD SE,7D,702.0,26
Stop & Frisk,"Washington, D.C.",DC,8/26/17 10:42,2017,Person,Black,Male,Not Hispanic Or Latino,3900 BLOCK OF WHEELER ROAD SE,7D,706.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/26/17 13:45,2017,Person,Black,Male,Unknown,5100 BLOCK OF ILLINOIS AVENUE NW,4D,403.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/26/17 13:45,2017,Person,White,Male,Unknown,5100 BLOCK OF ILLINOIS AVENUE NW,4D,403.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/26/17 14:48,2017,Person,Black,Male,Unknown,1200 BLOCK OF I STREET SE,1D,106.0,25
Stop & Frisk,"Washington, D.C.",DC,8/26/17 19:42,2017,Person,Black,Male,Not Hispanic Or Latino,5200 BLOCK OF 5TH STREET NW,4D,403.0,26
Stop & Frisk,"Washington, D.C.",DC,8/26/17 23:10,2017,Person,Unknown,Male,Hispanic Or Latino,1200 BLOCK OF SOUTH CAPITOL STREET SE,1D,106.0,28
Stop & Frisk,"Washington, D.C.",DC,8/26/17 23:39,2017,Person,Black,Male,Unknown,1800 BLOCK OF WILTBERGER STREET NW,3D,306.0,62
Stop & Frisk,"Washington, D.C.",DC,8/26/17 23:39,2017,Person,Black,Male,Unknown,1800 BLOCK OF WILTBERGER STREET NW,3D,306.0,63
Stop & Frisk,"Washington, D.C.",DC,8/27/17 0:51,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF IRVING STREET NW,3D,302.0,21
Stop & Frisk,"Washington, D.C.",DC,8/27/17 0:51,2017,Person,Black,Male,Unknown,1400 BLOCK OF IRVING STREET NW,3D,302.0,Unknown
Stop & Frisk,"Washington, D.C.",DC,8/27/17 13:45,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF 20TH STREET NW,2D,207.0,54
Stop & Frisk,"Washington, D.C.",DC,8/27/17 14:28,2017,Person,White,Male,Unknown,3000 BLOCK OF Q STREET NW,2D,206.0,31
Stop & Frisk,"Washington, D.C.",DC,8/27/17 16:03,2017,Person,Black,Female,Not Hispanic Or Latino,3700 BLOCK OF MINNESOTA AVENUE NE,6D,603.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/27/17 19:25,2017,Person,Black,Male,Not Hispanic Or Latino,2000 BLOCK OF GEORGIA AVENUE NW,3D,305.0,27
Stop & Frisk,"Washington, D.C.",DC,8/27/17 19:25,2017,Person,Black,Male,Unknown,2000 BLOCK OF GEORGIA AVENUE NW,3D,305.0,56
Stop & Frisk,"Washington, D.C.",DC,8/27/17 20:16,2017,Person,Black,Male,Unknown,200 BLOCK OF LONGFELLOW STREET NW,4D,406.0,23
Stop & Frisk,"Washington, D.C.",DC,8/27/17 21:03,2017,Person,Black,Male,Not Hispanic Or Latino,1700 BLOCK OF 7TH STREET NW,3D,308.0,41
Stop & Frisk,"Washington, D.C.",DC,8/27/17 22:32,2017,Person,Black,Male,Not Hispanic Or Latino,2100 BLOCK OF LEROY PLACE NW,2D,207.0,30
Stop & Frisk,"Washington, D.C.",DC,8/27/17 23:20,2017,Person,White,Male,Hispanic Or Latino,1700 BLOCK OF VERMONT AVENUE NW,3D,307.0,19
Stop & Frisk,"Washington, D.C.",DC,8/28/17 0:48,2017,Person,Black,Male,Unknown,100 BLOCK OF 35TH STREET NE,6D,603.0,26
Stop & Frisk,"Washington, D.C.",DC,8/28/17 2:21,2017,Person,Black,Male,Not Hispanic Or Latino,3800 BLOCK OF 8TH STREET SE,7D,706.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/28/17 2:31,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF STANTON ROAD SE,7D,704.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/28/17 9:10,2017,Person,Black,Male,Unknown,3500 BLOCK OF AMES STREET NE,6D,603.0,32
Stop & Frisk,"Washington, D.C.",DC,8/28/17 9:10,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF AMES STREET NE,6D,603.0,33
Stop & Frisk,"Washington, D.C.",DC,8/28/17 11:48,2017,Person,Black,Female,Not Hispanic Or Latino,200 BLOCK OF FLORIDA AVENUE NW,5D,501.0,22
Stop & Frisk,"Washington, D.C.",DC,8/28/17 11:48,2017,Person,Black,Male,Unknown,200 BLOCK OF FLORIDA AVENUE NW,5D,501.0,23
Stop & Frisk,"Washington, D.C.",DC,8/28/17 16:55,2017,Person,Black,Male,Not Hispanic Or Latino,3900 BLOCK OF 14TH STREET NW,4D,404.0,29
Stop & Frisk,"Washington, D.C.",DC,8/28/17 20:01,2017,Person,Black,Male,Unknown,1400 BLOCK OF R STREET NW,3D,301.0,22
Stop & Frisk,"Washington, D.C.",DC,8/28/17 21:17,2017,Person,Black,Female,Not Hispanic Or Latino,1600 BLOCK OF FRANKFORD STREET SE,7D,705.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/28/17 21:17,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF FRANKFORD STREET SE,7D,705.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/28/17 21:22,2017,Person,Black,Male,Unknown,500 BLOCK OF MELLON STREET SE,7D,707.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/28/17 22:54,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF MONTANA AVENUE NE,5D,505.0,35
Stop & Frisk,"Washington, D.C.",DC,8/28/17 22:54,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF MONTANA AVENUE NE,5D,505.0,Unknown
Stop & Frisk,"Washington, D.C.",DC,8/29/17 0:20,2017,Person,Black,Male,Unknown,1100 BLOCK OF 1ST TERRACE NW,1D,103.0,20
Stop & Frisk,"Washington, D.C.",DC,8/29/17 0:20,2017,Person,Black,Female,Not Hispanic Or Latino,1100 BLOCK OF 1ST TERRACE NW,1D,103.0,20
Stop & Frisk,"Washington, D.C.",DC,8/29/17 0:34,2017,Person,Unknown,Male,Unknown,1700 BLOCK OF CAPITOL AVENUE NE,5D,506.0,62
Stop & Frisk,"Washington, D.C.",DC,8/29/17 3:23,2017,Person,White,Male,Not Hispanic Or Latino,1900 BLOCK OF 14TH STREET NW,3D,305.0,28
Stop & Frisk,"Washington, D.C.",DC,8/29/17 8:50,2017,Person,Black,Male,Unknown,3100 BLOCK OF APPLE ROAD NE,5D,503.0,18
Stop & Frisk,"Washington, D.C.",DC,8/29/17 8:50,2017,Person,Black,Male,Unknown,3100 BLOCK OF APPLE ROAD NE,5D,503.0,23
Stop & Frisk,"Washington, D.C.",DC,8/29/17 8:50,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF APPLE ROAD NE,5D,503.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/29/17 8:50,2017,Person,Black,Male,Unknown,3100 BLOCK OF APPLE ROAD NE,5D,503.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/29/17 14:03,2017,Person,Black,Male,Unknown,1500 BLOCK OF SOUTH CAPITOL STREET SE,1D,106.0,31
Stop & Frisk,"Washington, D.C.",DC,8/29/17 17:44,2017,Person,Black,Male,Not Hispanic Or Latino,2100 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,701.0,51
Stop & Frisk,"Washington, D.C.",DC,8/29/17 19:53,2017,Person,Black,Male,Unknown,1500 BLOCK OF CONNECTICUT AVENUE NW,2D,208.0,42
Stop & Frisk,"Washington, D.C.",DC,8/29/17 21:38,2017,Person,Black,Male,Not Hispanic Or Latino,4900 BLOCK OF AMES STREET NE,6D,608.0,30
Stop & Frisk,"Washington, D.C.",DC,8/29/17 21:38,2017,Person,Black,Male,Not Hispanic Or Latino,4900 BLOCK OF AMES STREET NE,6D,608.0,37
Stop & Frisk,"Washington, D.C.",DC,8/30/17 11:05,2017,Person,White,Male,Hispanic Or Latino,6100 BLOCK OF 13TH STREET NW,4D,402.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/30/17 11:05,2017,Person,White,Male,Hispanic Or Latino,6100 BLOCK OF 13TH STREET NW,4D,402.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/30/17 12:40,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF DIX STREET NE,6D,602.0,27
Stop & Frisk,"Washington, D.C.",DC,8/30/17 12:40,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF DIX STREET NE,6D,602.0,35
Stop & Frisk,"Washington, D.C.",DC,8/30/17 16:27,2017,Person,Black,Male,Not Hispanic Or Latino,4900 BLOCK OF SHERIFF ROAD NE,6D,608.0,35
Stop & Frisk,"Washington, D.C.",DC,8/30/17 16:35,2017,Person,White,Male,Hispanic Or Latino,3300 BLOCK OF 14TH STREET NW,4D,409.0,24
Stop & Frisk,"Washington, D.C.",DC,8/30/17 18:59,2017,Person,Black,Female,Not Hispanic Or Latino,1100 BLOCK OF 1ST TERRACE NW,1D,103.0,57
Stop & Frisk,"Washington, D.C.",DC,8/30/17 19:51,2017,Person,Black,Male,Unknown,700 BLOCK OF 7TH STREET SE,1D,107.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,8/30/17 23:24,2017,Person,Black,Male,Unknown,2900 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,705.0,23
Stop & Frisk,"Washington, D.C.",DC,8/31/17 4:20,2017,Person,Black,Male,Not Hispanic Or Latino,2700 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,703.0,28
Stop & Frisk,"Washington, D.C.",DC,8/31/17 4:20,2017,Person,Black,Male,Not Hispanic Or Latino,2700 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,703.0,29
Stop & Frisk,"Washington, D.C.",DC,8/31/17 4:20,2017,Person,Black,Male,Not Hispanic Or Latino,2700 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,703.0,32
Stop & Frisk,"Washington, D.C.",DC,8/31/17 4:20,2017,Person,Black,Male,Not Hispanic Or Latino,2700 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,703.0,34
Stop & Frisk,"Washington, D.C.",DC,8/31/17 15:12,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF DIX STREET NE,6D,602.0,59
Stop & Frisk,"Washington, D.C.",DC,8/31/17 16:22,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF 15TH STREET NW,2D,207.0,34
Stop & Frisk,"Washington, D.C.",DC,8/31/17 17:04,2017,Person,Black,Female,Not Hispanic Or Latino,1600 BLOCK OF NEW YORK AVENUE NE,5D,505.0,21
Stop & Frisk,"Washington, D.C.",DC,8/31/17 17:04,2017,Person,Black,Male,Unknown,1600 BLOCK OF NEW YORK AVENUE NE,5D,505.0,21
Stop & Frisk,"Washington, D.C.",DC,8/31/17 17:04,2017,Person,Black,Male,Unknown,1600 BLOCK OF NEW YORK AVENUE NE,5D,505.0,26
Stop & Frisk,"Washington, D.C.",DC,8/31/17 18:14,2017,Person,White,Male,Not Hispanic Or Latino,3500 BLOCK OF GEORGIA AVENUE NW,4D,409.0,36
Stop & Frisk,"Washington, D.C.",DC,8/31/17 21:08,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF SARATOGA AVENUE NE,5D,505.0,30
Stop & Frisk,"Washington, D.C.",DC,8/31/17 21:10,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF NEWTON STREET NW,4D,409.0,31
Stop & Frisk,"Washington, D.C.",DC,8/31/17 22:00,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF WARDER STREET NW,4D,409.0,25
Stop & Frisk,"Washington, D.C.",DC,8/31/17 22:00,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF WARDER STREET NW,4D,409.0,38
Stop & Frisk,"Washington, D.C.",DC,8/31/17 22:00,2017,Person,Black,Male,Unknown,3600 BLOCK OF WARDER STREET NW,4D,409.0,44
Stop & Frisk,"Washington, D.C.",DC,8/31/17 22:00,2017,Person,Unknown,Unknown,Unknown,3600 BLOCK OF WARDER STREET NW,4D,409.0,Unknown
Stop & Frisk,"Washington, D.C.",DC,9/1/17 0:23,2017,Person,Black,Male,Unknown,200 BLOCK OF 54TH STREET NE,6D,608.0,19
Stop & Frisk,"Washington, D.C.",DC,9/1/17 2:05,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF RIGGS STREET NW,3D,305.0,34
Stop & Frisk,"Washington, D.C.",DC,9/1/17 3:13,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF EAST CAPITOL STREET NE,6D,607.0,25
Stop & Frisk,"Washington, D.C.",DC,9/1/17 7:44,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF 9TH STREET NW,1D,102.0,33
Stop & Frisk,"Washington, D.C.",DC,9/1/17 9:39,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF M STREET SE,1D,106.0,55
Stop & Frisk,"Washington, D.C.",DC,9/1/17 11:26,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF T STREET NW,3D,306.0,40
Stop & Frisk,"Washington, D.C.",DC,9/1/17 16:42,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF 42ND STREET NE,6D,602.0,21
Stop & Frisk,"Washington, D.C.",DC,9/1/17 18:37,2017,Person,Black,Male,Unknown,1600 BLOCK OF 14TH STREET NW,3D,307.0,46
Stop & Frisk,"Washington, D.C.",DC,9/1/17 18:37,2017,Person,Black,Male,Unknown,1600 BLOCK OF 14TH STREET NW,3D,307.0,46
Stop & Frisk,"Washington, D.C.",DC,9/1/17 19:12,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF N STREET NW,5D,501.0,50
Stop & Frisk,"Washington, D.C.",DC,9/1/17 21:51,2017,Person,Black,Female,Not Hispanic Or Latino,1500 BLOCK OF F STREET NE,5D,507.0,18
Stop & Frisk,"Washington, D.C.",DC,9/1/17 21:52,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF BURBANK STREET SE,6D,603.0,40
Stop & Frisk,"Washington, D.C.",DC,9/2/17 0:00,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF 24TH STREET NE,5D,507.0,23
Stop & Frisk,"Washington, D.C.",DC,9/2/17 2:58,2017,Person,Black,Male,Unknown,1400 BLOCK OF R STREET NW,3D,301.0,31
Stop & Frisk,"Washington, D.C.",DC,9/2/17 4:57,2017,Person,Black,Male,Not Hispanic Or Latino,2400 BLOCK OF 18TH STREET NW,3D,303.0,19
Stop & Frisk,"Washington, D.C.",DC,9/2/17 6:28,2017,Person,Black,Male,Not Hispanic Or Latino,4500 BLOCK OF QUARLES STREET NE,6D,607.0,45
Stop & Frisk,"Washington, D.C.",DC,9/2/17 12:40,2017,Person,Black,Male,Not Hispanic Or Latino,4400 BLOCK OF E STREET SE,6D,608.0,26
Stop & Frisk,"Washington, D.C.",DC,9/2/17 13:29,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF GALLOWAY STREET NE,4D,405.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,9/2/17 13:29,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF GALLOWAY STREET NE,4D,405.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,9/2/17 13:58,2017,Person,Black,Male,Unknown,3500 BLOCK OF EAST CAPITOL STREET NE,6D,603.0,48
Stop & Frisk,"Washington, D.C.",DC,9/2/17 17:54,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF GEORGIA AVENUE NW,4D,403.0,21
Stop & Frisk,"Washington, D.C.",DC,9/2/17 17:54,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF GEORGIA AVENUE NW,4D,403.0,29
Stop & Frisk,"Washington, D.C.",DC,9/2/17 17:54,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF GEORGIA AVENUE NW,4D,403.0,29
Stop & Frisk,"Washington, D.C.",DC,9/2/17 19:33,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF ALABAMA AVENUE SE,6D,606.0,50
Stop & Frisk,"Washington, D.C.",DC,9/2/17 20:00,2017,Person,Black,Male,Not Hispanic Or Latino,6200 BLOCK OF DIX STREET NE,6D,608.0,21
Stop & Frisk,"Washington, D.C.",DC,9/2/17 20:42,2017,Person,Black,Male,Hispanic Or Latino,1700 BLOCK OF LAMONT STREET NW,4D,408.0,61
Stop & Frisk,"Washington, D.C.",DC,9/2/17 21:00,2017,Person,Black,Male,Unknown,1100 BLOCK OF PENN STREET NE,5D,502.0,45
Stop & Frisk,"Washington, D.C.",DC,9/2/17 23:22,2017,Person,Unknown,Male,Not Hispanic Or Latino,3900 BLOCK OF MINNESOTA AVENUE NE,6D,603.0,Juvenile
Stop & Frisk,"Washington, D.C.",DC,9/2/17 23:34,2017,Person,Black,Male,Unknown,3400 BLOCK OF 14TH STREET NW,4D,409.0,25
